brand,model,yom,engine_cc,transmission,fuel_type,mileage,town,leasing,air_condition,power_steering,power_mirror,power_window,price,Age,log_engine_cc,price_transformed,town_is_urban
BMW,LUXURY LINE,2017,1500.0,Automatic,Petrol,88000.0,Colombo,No Leasing,True,True,True,True,225.0,9,7.313220387090301,5.41610040220442,True
BMW,M SPORT,2018,2000.0,Automatic,Petrol,77000.0,Moratuwa,No Leasing,True,True,True,True,425.0,8,7.600902459542082,6.052089168924417,True
BMW,M2351,2014,3000.0,Automatic,Petrol,121000.0,Dehiwala-Mount-Lavinia,No Leasing,True,True,False,True,355.0,12,8.006367567650246,5.872117789475416,True
BMW,M5 4400,2012,4400.0,Automatic,Petrol,143000.0,Colombo,No Leasing,True,True,True,True,350.0,14,8.389359819906353,5.857933154483459,True
BMW,MINI COOPER,2020,1200.0,Automatic,Petrol,55000.0,Colombo,No Leasing,True,True,True,True,149.5,6,7.090076835776092,5.0072963928307415,True
BMW,MINI COOPER S,2007,1590.0,Automatic,Petrol,198000.0,Wattala,No Leasing,True,True,True,True,89.5,19,7.371489295214277,4.4942386252808095,True
BMW,MINI COORPER,2015,1600.0,Manual,Petrol,110000.0,Mawanella,No Leasing,True,True,True,True,105.0,11,7.3777589082278725,4.653960350157523,False
CHERY,CHERY,2015,1000.0,Manual,Petrol,110000.0,Chilaw,No Leasing,True,True,True,True,31.5,11,6.907755278982137,3.449987545831587,True
CHERY,QQ,2009,800.0,Manual,Petrol,176000.0,Anuradapura,No Leasing,False,True,True,True,12.75,17,6.684611727667927,2.545531271604435,False
CHERY,QQ,2006,812.0,Automatic,Petrol,209000.0,Homagama,No Leasing,True,True,True,True,11.3,20,6.699500340161678,2.424802725718295,False
CHERY,QQ,2011,798.0,Manual,Petrol,154000.0,Nittambuwa,Ongoing Lease,True,True,True,True,12.0375,15,6.682108597449809,2.4880267771242437,False
CHERY,QQ,2010,812.0,Automatic,Petrol,165000.0,Colombo,No Leasing,True,True,False,False,18.375,16,6.699500340161678,2.9109910450989003,True
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Kurunegala,No Leasing,True,True,True,True,11.3,20,6.684611727667927,2.424802725718295,True
CHERY,QQ,2007,812.0,Manual,Petrol,198000.0,Kalutara,No Leasing,True,True,True,True,12.6,19,6.699500340161678,2.533696813957432,True
CHERY,QQ,2007,812.0,Manual,Petrol,198000.0,Kalutara,No Leasing,True,True,True,True,13.65,19,6.699500340161678,2.613739521630969,True
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Gampaha,No Leasing,True,True,True,True,12.25,20,6.684611727667927,2.505525936990736,True
CHERY,QQ,2011,812.0,Manual,Petrol,154000.0,Malabe,No Leasing,True,True,True,True,14.9,15,6.699500340161678,2.7013612129514133,False
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Anuradapura,No Leasing,False,True,True,True,13.2,20,6.684611727667927,2.580216829592325,False
CHERY,QQ,2006,798.0,Manual,Petrol,209000.0,Kurunegala,No Leasing,True,True,False,True,11.3,20,6.682108597449809,2.424802725718295,True
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Galle,No Leasing,False,True,False,False,9.5,20,6.684611727667927,2.2512917986064953,True
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Kandy,Ongoing Lease,True,True,True,True,8.575000000000001,20,6.684611727667927,2.1488509930520037,True
CHERY,QQ,2011,800.0,Manual,Petrol,154000.0,Kaduwela,No Leasing,True,True,False,True,15.5,15,6.684611727667927,2.740840023925201,True
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Kalutara,No Leasing,False,True,False,True,11.75,20,6.684611727667927,2.463853240590168,True
CHERY,QQ,2006,800.0,Manual,Petrol,209000.0,Galle,No Leasing,True,True,True,True,11.0,20,6.684611727667927,2.3978952727983707,True
CHERY,QQ,2007,800.0,Manual,Petrol,198000.0,Badulla,No Leasing,True,True,True,True,14.0,19,6.684611727667927,2.6390573296152584,True
